"Country","Zone","Product_Category","Customer_Rating","Feedback_Type","Volume_of_Feedback","Date"
"Brazil","West","Juices","2","Positive","218","2024-07-21"
"China","West","Juices","1","Negative","312","2024-07-21"
"USA","East","Water","4","Positive","477","2024-07-21"
"China","East","Water","1","Positive","305","2024-07-21"
"Brazil","East","Juices","2","Negative","205","2024-07-21"
"India","East","Juices","1","Negative","67","2024-07-21"
"India","North","Juices","5","Positive","212","2024-07-21"
"India","East","Carbonated Drinks","3","Negative","418","2024-07-21"
"USA","East","Carbonated Drinks","4","Negative","104","2024-07-21"
"USA","East","Water","3","Negative","84","2024-07-21"
"Brazil","South","Carbonated Drinks","3","Positive","171","2024-07-22"
"China","North","Water","3","Positive","88","2024-07-22"
"India","West","Juices","3","Positive","362","2024-07-22"
"Germany","East","Carbonated Drinks","5","Negative","498","2024-07-22"
"India","West","Water","5","Positive","58","2024-07-22"
"Germany","East","Juices","4","Negative","306","2024-07-22"
"India","North","Juices","5","Positive","150","2024-07-22"
"China","North","Carbonated Drinks","3","Negative","167","2024-07-22"
"China","West","Juices","2","Positive","221","2024-07-22"
"USA","North","Juices","5","Negative","290","2024-07-22"
"India","West","Juices","5","Positive","493","2024-07-22"
"Germany","South","Carbonated Drinks","1","Positive","128","2024-07-22"
"India","North","Carbonated Drinks","5","Negative","468","2024-07-22"
"Germany","South","Juices","3","Negative","252","2024-07-22"
"China","North","Water","2","Negative","424","2024-07-22"
"Brazil","South","Water","1","Positive","104","2024-07-22"
"India","North","Juices","1","Positive","142","2024-07-22"
"China","North","Juices","1","Positive","368","2024-07-22"
"Germany","East","Water","1","Negative","190","2024-07-22"
"Brazil","West","Water","1","Negative","51","2024-07-22"
"India","South","Water","2","Positive","162","2024-07-22"
"Germany","South","Carbonated Drinks","2","Positive","161","2024-07-22"
"Brazil","East","Carbonated Drinks","1","Positive","382","2024-07-22"
"Brazil","South","Juices","3","Positive","487","2024-07-22"
"India","East","Carbonated Drinks","1","Positive","276","2024-07-23"
"Brazil","South","Water","4","Negative","151","2024-07-23"
"USA","East","Juices","5","Positive","436","2024-07-23"
"Brazil","South","Juices","3","Negative","193","2024-07-23"
"Brazil","South","Water","5","Positive","492","2024-07-23"
"Germany","West","Juices","1","Positive","58","2024-07-23"
"Brazil","East","Juices","4","Negative","92","2024-07-23"
"USA","West","Carbonated Drinks","1","Negative","441","2024-07-23"
"Brazil","East","Water","1","Positive","249","2024-07-23"
"Brazil","North","Juices","1","Negative","293","2024-07-23"
"USA","East","Juices","1","Negative","129","2024-07-23"
"China","West","Juices","2","Negative","246","2024-07-23"
"USA","South","Carbonated Drinks","1","Negative","366","2024-07-23"
"USA","East","Water","1","Negative","327","2024-07-23"
"USA","West","Water","3","Positive","488","2024-07-23"
"Germany","North","Juices","3","Negative","277","2024-07-23"
"USA","South","Juices","3","Negative","466","2024-07-23"
"Brazil","South","Water","2","Negative","161","2024-07-23"
"China","West","Water","5","Negative","452","2024-07-23"
"India","East","Carbonated Drinks","1","Negative","341","2024-07-23"
"India","East","Carbonated Drinks","3","Positive","355","2024-07-23"
"Brazil","East","Water","5","Positive","295","2024-07-23"
"USA","West","Water","4","Positive","495","2024-07-23"
"Brazil","North","Water","2","Positive","87","2024-07-23"
"Brazil","South","Juices","1","Negative","237","2024-07-24"
"Brazil","West","Juices","5","Positive","427","2024-07-24"
"India","West","Water","4","Positive","320","2024-07-24"
"Brazil","West","Juices","5","Negative","111","2024-07-24"
"China","South","Water","2","Negative","71","2024-07-24"
"Brazil","East","Carbonated Drinks","1","Positive","275","2024-07-24"
"China","East","Water","4","Positive","466","2024-07-24"
"USA","East","Juices","2","Positive","115","2024-07-24"
"USA","South","Carbonated Drinks","5","Positive","167","2024-07-24"
"India","West","Carbonated Drinks","2","Negative","457","2024-07-24"
"Brazil","South","Water","1","Negative","271","2024-07-24"
"USA","North","Juices","4","Positive","137","2024-07-24"
"USA","North","Water","2","Positive","54","2024-07-24"
"Germany","South","Water","4","Negative","396","2024-07-24"
"Germany","East","Carbonated Drinks","3","Positive","242","2024-07-24"
"India","West","Water","3","Negative","154","2024-07-24"
"India","East","Water","3","Positive","160","2024-07-24"
"China","North","Juices","1","Positive","317","2024-07-24"
"India","North","Water","2","Positive","179","2024-07-24"
"Brazil","West","Juices","1","Positive","166","2024-07-24"
"China","East","Water","3","Positive","121","2024-07-24"
"Brazil","South","Juices","2","Negative","70","2024-07-24"
"Brazil","North","Water","2","Negative","122","2024-07-24"
"Germany","East","Carbonated Drinks","1","Positive","87","2024-07-24"
"USA","South","Carbonated Drinks","4","Positive","117","2024-07-25"
"India","East","Carbonated Drinks","4","Positive","397","2024-07-25"
"Brazil","East","Water","1","Positive","148","2024-07-25"
"India","North","Carbonated Drinks","2","Positive","374","2024-07-25"
"Germany","West","Water","5","Positive","162","2024-07-25"
"China","West","Juices","5","Negative","97","2024-07-25"
"USA","East","Carbonated Drinks","4","Negative","335","2024-07-25"
"Germany","South","Water","2","Negative","434","2024-07-25"
"Brazil","North","Carbonated Drinks","5","Positive","96","2024-07-25"
"China","North","Juices","3","Negative","265","2024-07-25"
"Germany","North","Carbonated Drinks","4","Negative","78","2024-07-25"
"USA","North","Juices","4","Positive","367","2024-07-25"
"Brazil","South","Water","3","Negative","378","2024-07-25"
"Brazil","South","Water","5","Positive","359","2024-07-25"
"Germany","East","Carbonated Drinks","2","Positive","84","2024-07-25"
"USA","East","Juices","1","Positive","349","2024-07-25"
"China","West","Juices","1","Negative","364","2024-07-25"
"India","West","Carbonated Drinks","3","Positive","431","2024-07-25"
"Brazil","North","Water","1","Positive","397","2024-07-25"
"India","South","Carbonated Drinks","5","Positive","419","2024-07-25"
"India","North","Carbonated Drinks","1","Positive","220","2024-07-25"
"India","East","Water","2","Positive","122","2024-07-25"
"China","East","Juices","4","Positive","394","2024-07-25"
"Germany","South","Juices","3","Negative","64","2024-07-25"
"India","East","Carbonated Drinks","5","Negative","90","2024-07-26"
"USA","West","Juices","5","Negative","470","2024-07-26"
"Germany","West","Water","1","Negative","141","2024-07-26"
"Germany","North","Juices","4","Positive","173","2024-07-26"
"China","East","Carbonated Drinks","5","Positive","320","2024-07-26"
"USA","West","Juices","4","Positive","376","2024-07-26"
"Brazil","East","Carbonated Drinks","3","Positive","187","2024-07-26"
"Brazil","East","Juices","5","Negative","130","2024-07-26"
"China","South","Carbonated Drinks","5","Negative","192","2024-07-26"
"Germany","North","Water","5","Negative","261","2024-07-26"
"India","East","Carbonated Drinks","4","Negative","270","2024-07-26"
"USA","South","Juices","4","Negative","430","2024-07-26"
"Germany","East","Water","5","Positive","312","2024-07-26"
"USA","West","Water","5","Positive","223","2024-07-26"
"Germany","North","Water","1","Negative","108","2024-07-26"
"India","East","Carbonated Drinks","4","Negative","267","2024-07-26"
"Germany","South","Juices","2","Positive","209","2024-07-26"
"India","South","Juices","1","Positive","390","2024-07-26"
"Germany","West","Water","4","Negative","204","2024-07-26"
"USA","West","Juices","2","Negative","458","2024-07-26"
"Germany","West","Water","4","Negative","411","2024-07-26"
"USA","North","Carbonated Drinks","3","Positive","277","2024-07-26"
"India","West","Carbonated Drinks","4","Negative","187","2024-07-26"
"Germany","West","Juices","5","Negative","427","2024-07-26"
"India","South","Water","4","Positive","406","2024-07-27"
"China","West","Carbonated Drinks","5","Negative","323","2024-07-27"
"Germany","East","Juices","1","Negative","78","2024-07-27"
"USA","North","Water","1","Positive","318","2024-07-27"
"USA","West","Water","4","Negative","373","2024-07-27"
"Germany","South","Juices","2","Negative","280","2024-07-27"
"Germany","West","Carbonated Drinks","2","Negative","134","2024-07-27"
"Germany","South","Carbonated Drinks","3","Negative","191","2024-07-27"
"USA","West","Carbonated Drinks","2","Positive","376","2024-07-27"
"China","South","Carbonated Drinks","2","Positive","351","2024-07-27"
"USA","West","Carbonated Drinks","2","Positive","299","2024-07-27"
"Germany","West","Juices","4","Negative","198","2024-07-27"
"Germany","North","Water","3","Negative","382","2024-07-27"
"Brazil","South","Carbonated Drinks","4","Positive","269","2024-07-27"
"India","East","Carbonated Drinks","5","Negative","323","2024-07-27"
"China","North","Water","3","Negative","122","2024-07-27"
"China","West","Water","2","Positive","60","2024-07-27"
"China","West","Carbonated Drinks","5","Positive","343","2024-07-27"
"Germany","North","Carbonated Drinks","5","Negative","448","2024-07-27"
"Brazil","North","Water","4","Negative","409","2024-07-27"
"USA","East","Water","4","Positive","308","2024-07-27"
"Brazil","South","Carbonated Drinks","1","Negative","260","2024-07-27"
"China","East","Juices","1","Negative","481","2024-07-27"
"China","West","Water","5","Negative","269","2024-07-27"
"China","North","Juices","5","Negative","63","2024-07-28"
"India","South","Juices","5","Negative","469","2024-07-28"
"Brazil","West","Water","3","Negative","167","2024-07-28"
"India","West","Carbonated Drinks","4","Negative","232","2024-07-28"
"China","West","Water","2","Positive","315","2024-07-28"
"China","East","Water","1","Negative","317","2024-07-28"
"Brazil","North","Carbonated Drinks","4","Positive","344","2024-07-28"
"USA","West","Water","1","Negative","487","2024-07-28"
"Germany","East","Juices","5","Negative","246","2024-07-28"
"Brazil","South","Water","2","Negative","495","2024-07-28"
"India","South","Water","5","Positive","83","2024-07-28"
"Brazil","South","Carbonated Drinks","5","Positive","379","2024-07-28"
"India","South","Carbonated Drinks","4","Positive","339","2024-07-28"
"USA","North","Carbonated Drinks","4","Negative","173","2024-07-28"
"Brazil","East","Juices","1","Positive","476","2024-07-28"
"USA","East","Juices","1","Negative","478","2024-07-28"
"Brazil","South","Juices","4","Positive","306","2024-07-28"
"Brazil","East","Juices","4","Negative","430","2024-07-28"
"Brazil","East","Juices","2","Positive","479","2024-07-28"
"Brazil","South","Carbonated Drinks","1","Negative","170","2024-07-28"
"Brazil","East","Water","4","Negative","185","2024-07-28"
"USA","South","Water","3","Negative","72","2024-07-28"
"Brazil","South","Juices","5","Positive","238","2024-07-28"
"India","South","Carbonated Drinks","5","Negative","362","2024-07-28"
"China","South","Carbonated Drinks","2","Negative","371","2024-07-29"
"Brazil","East","Juices","5","Negative","373","2024-07-29"
"Brazil","North","Water","4","Positive","347","2024-07-29"
"Brazil","East","Water","1","Negative","457","2024-07-29"
"India","North","Carbonated Drinks","5","Positive","334","2024-07-29"
"India","North","Carbonated Drinks","5","Positive","150","2024-07-29"
"India","South","Water","1","Negative","269","2024-07-29"
"USA","South","Juices","1","Positive","405","2024-07-29"
"Germany","East","Juices","4","Negative","81","2024-07-29"
"China","West","Juices","1","Positive","292","2024-07-29"
"China","South","Juices","2","Positive","336","2024-07-29"
"India","North","Carbonated Drinks","4","Negative","352","2024-07-29"
"China","North","Juices","2","Negative","104","2024-07-29"
"Germany","West","Juices","1","Negative","148","2024-07-29"
"USA","South","Juices","3","Negative","244","2024-07-29"
"China","West","Juices","5","Positive","98","2024-07-29"
"China","West","Carbonated Drinks","5","Negative","461","2024-07-29"
"India","North","Carbonated Drinks","3","Negative","219","2024-07-29"
"Brazil","South","Juices","4","Negative","271","2024-07-29"
"Germany","West","Juices","4","Negative","424","2024-07-29"
"India","North","Juices","4","Positive","305","2024-07-29"
"USA","East","Water","4","Positive","460","2024-07-29"
"Germany","South","Carbonated Drinks","1","Positive","252","2024-07-29"
"China","South","Juices","2","Positive","185","2024-07-29"
"Germany","South","Carbonated Drinks","5","Positive","369","2024-07-30"
"Brazil","East","Juices","5","Negative","96","2024-07-30"
"Germany","West","Water","3","Positive","377","2024-07-30"
"India","South","Water","2","Positive","260","2024-07-30"
"India","East","Water","2","Positive","253","2024-07-30"
"India","South","Juices","2","Negative","245","2024-07-30"
"Brazil","North","Water","3","Negative","287","2024-07-30"
"Brazil","South","Juices","3","Positive","363","2024-07-30"
"India","East","Carbonated Drinks","3","Positive","265","2024-07-30"
"USA","East","Water","4","Positive","332","2024-07-30"
"Brazil","East","Juices","1","Positive","455","2024-07-30"
"India","West","Carbonated Drinks","3","Negative","129","2024-07-30"
"USA","North","Juices","2","Positive","355","2024-07-30"
"USA","North","Water","3","Negative","321","2024-07-30"
"Germany","West","Carbonated Drinks","2","Negative","449","2024-07-30"
"China","West","Juices","3","Positive","345","2024-07-30"
"Germany","West","Juices","4","Positive","396","2024-07-30"
"USA","East","Carbonated Drinks","3","Positive","85","2024-07-30"
"China","South","Juices","3","Negative","449","2024-07-30"
"Brazil","West","Juices","4","Negative","441","2024-07-30"
"USA","South","Carbonated Drinks","5","Negative","99","2024-07-30"
"Germany","North","Water","3","Positive","492","2024-07-30"
"USA","East","Carbonated Drinks","4","Negative","251","2024-07-30"
"Germany","West","Juices","3","Positive","105","2024-07-30"
"India","East","Water","5","Negative","220","2024-07-31"
"China","East","Water","1","Negative","204","2024-07-31"
"USA","South","Juices","2","Negative","51","2024-07-31"
