"Country","Zone","Product_ID","Product_Category","Units_Sold","Revenue","Cost_of_Goods_Sold","Date"
"Germany","East","P93","Carbonated Drinks","213","3121.08","683.47","2024-07-14"
"China","West","P64","Water","570","2905.23","949.82","2024-07-14"
"Brazil","South","P41","Carbonated Drinks","488","2832.14","2234.89","2024-07-14"
"Brazil","West","P50","Carbonated Drinks","916","1298.82","807.42","2024-07-14"
"USA","West","P22","Carbonated Drinks","949","4503.58","1729.56","2024-07-14"
"India","West","P47","Water","365","3629.6","2933.35","2024-07-14"
"India","East","P48","Water","166","2987.68","827.73","2024-07-14"
"China","South","P8","Carbonated Drinks","328","3395.15","1762.16","2024-07-14"
"USA","South","P75","Water","947","1494.1","2619.7","2024-07-14"
"Germany","North","P21","Water","422","3566.51","2835.19","2024-07-14"
"Germany","East","P20","Water","527","2247.8","578.3","2024-07-14"
"Brazil","South","P44","Carbonated Drinks","125","4333.55","1356.26","2024-07-14"
"Brazil","East","P20","Carbonated Drinks","178","2433.42","808.37","2024-07-14"
"India","West","P50","Carbonated Drinks","398","1784.25","1873.43","2024-07-14"
"China","West","P46","Carbonated Drinks","852","2970.85","665.62","2024-07-14"
"India","South","P9","Water","951","3716.74","1180.16","2024-07-15"
"Germany","East","P54","Juices","549","2789.07","1127.44","2024-07-15"
"China","North","P11","Juices","263","1684.03","1842.98","2024-07-15"
"India","North","P46","Juices","298","4710.55","751.83","2024-07-15"
"USA","South","P44","Water","613","1158.89","2039.72","2024-07-15"
"India","East","P53","Juices","799","2708.96","1588.21","2024-07-15"
"Germany","North","P16","Water","225","3390.42","2869.66","2024-07-15"
"USA","South","P80","Water","397","4339.82","1528.82","2024-07-15"
"USA","West","P49","Water","893","1314.58","1163.12","2024-07-15"
"Brazil","South","P90","Juices","919","4973.14","1593.73","2024-07-15"
"Brazil","North","P62","Juices","827","2605.36","2228.25","2024-07-15"
"China","South","P40","Water","794","1587.98","1014.13","2024-07-15"
"India","West","P74","Water","231","1231.23","1026.46","2024-07-15"
"China","East","P49","Carbonated Drinks","893","1724.86","2572.65","2024-07-15"
"Brazil","West","P69","Juices","631","2700.51","845.06","2024-07-15"
"USA","West","P35","Carbonated Drinks","747","2564.62","2439.02","2024-07-15"
"USA","West","P23","Water","155","2032.52","1817.6","2024-07-15"
"Brazil","West","P16","Juices","301","1646.25","908.46","2024-07-15"
"China","West","P98","Carbonated Drinks","833","2925.96","984.67","2024-07-15"
"India","North","P73","Carbonated Drinks","380","2501.82","1282.08","2024-07-15"
"Germany","East","P24","Juices","187","2452.91","2218.83","2024-07-15"
"USA","West","P18","Carbonated Drinks","870","4962.92","2669.18","2024-07-15"
"China","North","P29","Carbonated Drinks","344","3986.87","2572.11","2024-07-15"
"USA","West","P73","Carbonated Drinks","846","3637.51","1623.74","2024-07-15"
"Germany","South","P64","Water","230","1976.15","2766.08","2024-07-16"
"China","West","P90","Juices","974","2383.31","1439.99","2024-07-16"
"China","South","P32","Carbonated Drinks","147","1886.58","728.56","2024-07-16"
"Brazil","North","P58","Carbonated Drinks","633","4281.38","1982.91","2024-07-16"
"Brazil","South","P96","Juices","945","4463.48","1789.56","2024-07-16"
"USA","East","P44","Water","888","1711.34","1655.84","2024-07-16"
"Germany","North","P96","Water","727","1789.57","2323.15","2024-07-16"
"USA","North","P62","Juices","141","3249.76","1192.48","2024-07-16"
"USA","South","P10","Juices","598","2030.05","1409.47","2024-07-16"
"China","North","P80","Water","377","3901.24","2528.2","2024-07-16"
"India","South","P50","Carbonated Drinks","237","2518.65","1088.75","2024-07-16"
"India","West","P40","Carbonated Drinks","814","2745.53","2862.72","2024-07-16"
"Brazil","South","P67","Carbonated Drinks","654","2915.59","713.61","2024-07-16"
"USA","West","P12","Water","772","1163.32","1575.74","2024-07-16"
"India","East","P19","Carbonated Drinks","463","2457.62","2279.48","2024-07-16"
"USA","East","P19","Juices","805","1359.14","2095.01","2024-07-16"
"Brazil","West","P33","Water","761","3857.07","1874.68","2024-07-16"
"India","West","P23","Juices","337","3054.54","2044.63","2024-07-16"
"India","South","P59","Juices","635","1097.06","2856.64","2024-07-16"
"Brazil","West","P92","Water","970","2399.1","1453.32","2024-07-16"
"India","West","P74","Water","586","4123.26","2296.48","2024-07-16"
"Brazil","East","P57","Water","384","2105.84","1223","2024-07-16"
"USA","North","P20","Carbonated Drinks","473","1314.32","2634.43","2024-07-16"
"USA","South","P18","Water","807","3077.04","2821.71","2024-07-16"
"India","West","P51","Juices","236","1683.01","2994.79","2024-07-17"
"Brazil","North","P57","Juices","570","3275.58","2737.14","2024-07-17"
"India","North","P12","Juices","855","1753.64","584.3","2024-07-17"
"Brazil","West","P37","Water","383","2940.45","2881.48","2024-07-17"
"USA","West","P88","Juices","287","1297.8","2214.66","2024-07-17"
"China","South","P98","Carbonated Drinks","727","3073.67","976.83","2024-07-17"
"China","East","P94","Carbonated Drinks","885","1946.91","2132.43","2024-07-17"
"USA","East","P28","Water","797","1765.16","603.08","2024-07-17"
"Brazil","East","P15","Carbonated Drinks","895","4759.91","539.13","2024-07-17"
"USA","East","P69","Water","981","3147.78","1301.14","2024-07-17"
"India","West","P9","Water","376","4122.22","2328.15","2024-07-17"
"India","South","P13","Water","387","1335.85","2553.74","2024-07-17"
"USA","South","P64","Carbonated Drinks","977","2138.19","2148.04","2024-07-17"
"India","West","P71","Carbonated Drinks","778","4809.83","1964.92","2024-07-17"
"China","East","P94","Carbonated Drinks","172","3097.33","714.55","2024-07-17"
"Brazil","East","P100","Juices","680","3128.19","1599.23","2024-07-17"
"USA","North","P53","Carbonated Drinks","871","3340.02","576.96","2024-07-17"
"Germany","East","P99","Water","156","2134.49","1657.98","2024-07-17"
"China","East","P39","Carbonated Drinks","153","2350.77","2973.16","2024-07-17"
"Germany","North","P6","Juices","736","4953.26","2235.03","2024-07-17"
"China","East","P12","Water","331","4148.75","722.21","2024-07-17"
"Brazil","South","P53","Carbonated Drinks","202","3824.09","1345.16","2024-07-17"
"China","West","P45","Carbonated Drinks","231","4360.87","2174.16","2024-07-17"
"Brazil","South","P61","Juices","662","3790.85","1494.57","2024-07-17"
"China","South","P49","Carbonated Drinks","541","4735.32","683.84","2024-07-18"
"China","West","P32","Carbonated Drinks","521","4128.52","2022.78","2024-07-18"
"China","East","P66","Carbonated Drinks","291","1136.98","2115.26","2024-07-18"
"Brazil","North","P35","Carbonated Drinks","618","4038.23","1597.27","2024-07-18"
"Germany","West","P58","Carbonated Drinks","204","4533.11","2478.38","2024-07-18"
"China","North","P60","Juices","412","3365.86","2838.3","2024-07-18"
"Germany","North","P98","Carbonated Drinks","426","3997.18","1962.6","2024-07-18"
"Germany","East","P89","Water","710","1361.27","2071.1","2024-07-18"
"India","East","P88","Water","634","3673.65","1110.13","2024-07-18"
"Germany","West","P54","Carbonated Drinks","368","1391.73","2042.12","2024-07-18"
"Brazil","South","P22","Juices","284","4231.63","2723.59","2024-07-18"
"Brazil","South","P55","Carbonated Drinks","573","1582.94","2038.15","2024-07-18"
"China","South","P91","Carbonated Drinks","384","3840.94","2141.58","2024-07-18"
"Brazil","South","P52","Juices","879","2776.4","1918.21","2024-07-18"
"Germany","South","P57","Water","657","3168.19","1199.89","2024-07-18"
"China","East","P50","Juices","689","4957.42","1956.55","2024-07-18"
"USA","South","P58","Water","278","1519.05","1341.05","2024-07-18"
"Brazil","West","P71","Water","209","4552.73","2955.06","2024-07-18"
"USA","East","P55","Juices","439","2640.59","1154.16","2024-07-18"
"China","East","P38","Juices","680","2051.3","2525.22","2024-07-18"
"China","West","P34","Water","196","1164.74","1163.94","2024-07-18"
"USA","North","P94","Juices","635","3451.08","2524.15","2024-07-18"
"Brazil","East","P89","Carbonated Drinks","658","1611.81","2354.37","2024-07-18"
"Germany","South","P87","Carbonated Drinks","195","1559.11","2154.99","2024-07-18"
"India","North","P31","Juices","209","3711.2","1387.66","2024-07-19"
"Brazil","East","P83","Juices","275","4967.07","1673.45","2024-07-19"
"India","East","P77","Water","737","3248.02","1655.65","2024-07-19"
"China","South","P56","Water","911","3041.09","1468.42","2024-07-19"
"India","West","P59","Carbonated Drinks","484","3713.19","1227.81","2024-07-19"
"USA","South","P14","Juices","609","2506.81","1176.92","2024-07-19"
"China","North","P31","Water","796","2144.19","927.13","2024-07-19"
"Brazil","North","P57","Water","389","1440.21","1732.28","2024-07-19"
"China","North","P15","Juices","776","4684","756.06","2024-07-19"
"India","West","P74","Carbonated Drinks","729","2255.79","2645.05","2024-07-19"
"India","North","P52","Juices","889","3868.61","1361.05","2024-07-19"
"China","North","P59","Carbonated Drinks","213","1771.32","2497.57","2024-07-19"
"India","South","P21","Juices","142","4999.05","741.71","2024-07-19"
"India","East","P40","Water","523","3377.11","963.21","2024-07-19"
"Germany","South","P4","Carbonated Drinks","215","3424.3","2107.1","2024-07-19"
"Germany","West","P94","Carbonated Drinks","991","3647.07","2075.32","2024-07-19"
"USA","East","P36","Carbonated Drinks","389","3987.05","2538.88","2024-07-19"
"China","West","P70","Water","799","1117.81","1782.98","2024-07-19"
"India","East","P10","Water","590","1955.67","2906.21","2024-07-19"
"USA","North","P92","Carbonated Drinks","972","4650.68","2490.11","2024-07-19"
"India","West","P87","Carbonated Drinks","210","3841.35","2770.59","2024-07-19"
"China","East","P38","Juices","969","4594.58","2702.04","2024-07-19"
"China","East","P75","Carbonated Drinks","779","4367.04","2129.41","2024-07-19"
"USA","South","P34","Carbonated Drinks","209","3884.87","2295.8","2024-07-19"
"India","South","P49","Water","761","3727.72","2051.63","2024-07-20"
"USA","North","P13","Juices","840","2197.44","1201.35","2024-07-20"
"Germany","East","P71","Juices","499","4707.35","2063.92","2024-07-20"
"Germany","South","P69","Carbonated Drinks","737","1032.04","1909.19","2024-07-20"
"Germany","West","P80","Water","514","3045.27","733.78","2024-07-20"
"USA","North","P70","Juices","690","3902.86","2719.69","2024-07-20"
"India","West","P51","Juices","828","4420.44","1029.3","2024-07-20"
"USA","South","P23","Carbonated Drinks","579","2667.04","2689.15","2024-07-20"
"Germany","North","P8","Carbonated Drinks","123","2835.06","1361.15","2024-07-20"
"USA","West","P13","Water","971","3682.42","579.28","2024-07-20"
"USA","South","P4","Water","620","3738.38","1209.14","2024-07-20"
"USA","South","P5","Water","222","2677.32","2975.95","2024-07-20"
"USA","North","P61","Water","866","2302.17","2358.91","2024-07-20"
"Brazil","North","P76","Water","103","3631.22","2560.29","2024-07-20"
"China","East","P32","Juices","392","3804.89","887.73","2024-07-20"
"USA","South","P7","Water","558","4501.03","991.57","2024-07-20"
"Germany","South","P83","Water","221","4629.83","819.26","2024-07-20"
"Germany","East","P10","Water","798","1355.13","1177.83","2024-07-20"
"Germany","South","P23","Juices","613","2174.92","1609.44","2024-07-20"
"USA","West","P74","Carbonated Drinks","597","1782.63","815.23","2024-07-20"
"USA","South","P2","Water","671","4052.36","2128.27","2024-07-20"
"India","North","P10","Carbonated Drinks","227","2411.85","2526.6","2024-07-20"
"Brazil","East","P33","Water","534","1936.19","885.59","2024-07-20"
"USA","East","P22","Juices","186","2276.63","2510.71","2024-07-20"
"China","South","P48","Juices","666","1854.75","973.33","2024-07-21"
"Germany","South","P58","Carbonated Drinks","152","4591.79","2852.78","2024-07-21"
"China","South","P6","Juices","448","3715.52","1224.79","2024-07-21"
"Germany","South","P36","Water","800","3296.41","936.09","2024-07-21"
"Brazil","West","P69","Water","493","4096.8","2066.35","2024-07-21"
"USA","East","P11","Carbonated Drinks","598","3752.78","2872.18","2024-07-21"
"India","West","P56","Carbonated Drinks","854","3306.86","640.95","2024-07-21"
"India","South","P24","Juices","673","4318.05","2733.68","2024-07-21"
"Germany","North","P46","Juices","820","2638.93","1529.63","2024-07-21"
"Germany","North","P18","Water","163","1585.93","1951.53","2024-07-21"
"India","South","P18","Water","673","2080.61","1934.46","2024-07-21"
"USA","West","P41","Water","893","2750.57","1983.9","2024-07-21"
"Brazil","West","P12","Water","484","3192.35","1963.76","2024-07-21"
"Brazil","West","P64","Water","184","1220.67","2709.63","2024-07-21"
"China","South","P88","Juices","644","1737.66","1439.38","2024-07-21"
"India","North","P39","Juices","877","1258.53","1317.58","2024-07-21"
"China","West","P93","Juices","429","2110.4","2825.21","2024-07-21"
"China","South","P60","Carbonated Drinks","956","4256.34","1831.88","2024-07-21"
"Brazil","North","P92","Juices","594","3144.27","2280.18","2024-07-21"
"Germany","West","P50","Carbonated Drinks","712","4068.63","509.6","2024-07-21"
"Germany","West","P58","Carbonated Drinks","706","3661.31","1564.72","2024-07-21"
"Brazil","West","P46","Juices","270","4018.72","839.29","2024-07-21"
"USA","North","P17","Water","212","3512.18","2503.01","2024-07-21"
"Germany","East","P2","Carbonated Drinks","560","4275.34","788.26","2024-07-21"
"China","West","P42","Carbonated Drinks","113","1249.11","2164.37","2024-07-22"
"China","North","P93","Water","479","3200.44","2784.78","2024-07-22"
"Germany","North","P7","Juices","354","4642.02","1090.34","2024-07-22"
"China","North","P68","Carbonated Drinks","913","1567.23","606.64","2024-07-22"
"USA","West","P28","Carbonated Drinks","488","4973.64","2287.72","2024-07-22"
"Germany","East","P10","Carbonated Drinks","100","3422.19","1758.68","2024-07-22"
"China","East","P10","Water","435","1878.78","2135.28","2024-07-22"
"Germany","East","P29","Juices","357","3407.26","1460.41","2024-07-22"
"USA","North","P22","Water","421","4216.74","2456.37","2024-07-22"
"India","East","P31","Juices","289","2220.47","1847.97","2024-07-22"
"India","North","P17","Water","602","3464.01","1397.78","2024-07-22"
"India","East","P21","Juices","542","3343.26","2020.71","2024-07-22"
"China","South","P10","Water","796","2813.91","1753.89","2024-07-22"
"Germany","North","P25","Juices","391","2348.5","1245.65","2024-07-22"
"Germany","South","P97","Juices","251","4368.52","1906.26","2024-07-22"
"USA","East","P3","Carbonated Drinks","553","4466.68","2445.5","2024-07-22"
"Germany","East","P69","Juices","940","4119.89","1573.81","2024-07-22"
"Germany","South","P82","Juices","258","4397.58","1455.58","2024-07-22"
"Brazil","East","P10","Carbonated Drinks","662","1993.71","804.53","2024-07-22"
"India","North","P54","Juices","575","1706.08","2706.64","2024-07-22"
"Brazil","West","P51","Water","185","4379.78","881.6","2024-07-22"
"USA","East","P47","Juices","381","1881.63","1417.94","2024-07-22"
"USA","North","P18","Juices","925","4005.26","2564.75","2024-07-22"
"Brazil","North","P34","Juices","756","2564.98","2095.77","2024-07-22"
"Brazil","West","P30","Carbonated Drinks","320","1855.91","874.98","2024-07-23"
"Brazil","West","P6","Juices","102","4772.47","815.34","2024-07-23"
"Brazil","South","P9","Carbonated Drinks","513","3558.28","1556.5","2024-07-23"
"India","West","P58","Water","169","2528.64","895.1","2024-07-23"
"India","East","P56","Juices","555","2291.81","1251.85","2024-07-23"
"Germany","West","P1","Water","720","1877.78","2224.55","2024-07-23"
"India","East","P10","Juices","301","1392.4","2998.41","2024-07-23"
"USA","North","P20","Water","511","3293.73","1774.34","2024-07-23"
"Germany","North","P61","Juices","374","2226.84","1757.92","2024-07-23"
"China","East","P14","Water","232","4706.47","2253.46","2024-07-23"
"Brazil","North","P10","Carbonated Drinks","485","3815.35","2793.67","2024-07-23"
"Brazil","East","P8","Juices","718","3511.35","1574.64","2024-07-23"
"USA","East","P79","Carbonated Drinks","148","4471.65","1103.28","2024-07-23"
