"Country","Zone","Marketing_Spend","Campaign_Type","Customer_Reach","Brand_Awareness_Score","Date"
"China","West","19582.33","Digital","54318","9","2024-07-29"
"India","South","13427.67","Traditional","52302","2","2024-07-29"
"USA","South","16803.83","Digital","57111","3","2024-07-29"
"USA","North","12933.81","Digital","86920","7","2024-07-29"
"Germany","South","19220.85","Digital","36127","7","2024-07-29"
"Germany","South","5866.62","Digital","99448","3","2024-07-29"
"Germany","South","6114.89","Digital","82365","4","2024-07-29"
"China","West","19909.37","Traditional","48422","7","2024-07-29"
"Germany","North","19539.1","Digital","93405","8","2024-07-29"
"China","South","12218.34","Digital","58418","8","2024-07-29"
"China","East","17810.77","Traditional","30558","7","2024-07-29"
"Germany","South","16410.08","Digital","51642","4","2024-07-29"
"Brazil","North","14643.55","Digital","20862","8","2024-07-29"
"India","West","10847.47","Traditional","41631","8","2024-07-29"
"India","West","18834.78","Traditional","12053","1","2024-07-29"
"Germany","West","5935.99","Digital","43966","10","2024-07-29"
"Brazil","North","13544.72","Digital","54548","1","2024-07-29"
"USA","North","11288.66","Digital","11238","7","2024-07-29"
"India","West","8815.07","Traditional","44401","1","2024-07-29"
"USA","North","6971","Traditional","62877","9","2024-07-30"
"USA","South","12142.36","Traditional","55313","8","2024-07-30"
"China","North","8335.46","Digital","76138","1","2024-07-30"
"USA","South","5884.1","Digital","77676","3","2024-07-30"
"India","North","9432.48","Traditional","83383","7","2024-07-30"
"USA","West","10002.99","Digital","81386","4","2024-07-30"
"India","North","14955.93","Digital","83929","3","2024-07-30"
"China","South","10920.35","Digital","93538","1","2024-07-30"
"India","South","16003.61","Traditional","36452","7","2024-07-30"
"China","North","5083.99","Traditional","46959","5","2024-07-30"
"Germany","East","10453.95","Digital","11898","8","2024-07-30"
"India","West","8477.92","Traditional","17366","1","2024-07-30"
"Germany","West","16581.13","Digital","92088","10","2024-07-30"
"Brazil","East","10597.17","Digital","90902","8","2024-07-30"
"Germany","North","19668.82","Traditional","37741","1","2024-07-30"
"China","South","7769.56","Traditional","28871","1","2024-07-30"
"Brazil","South","9349.41","Digital","65287","7","2024-07-30"
"Brazil","West","18122.97","Digital","55120","4","2024-07-30"
"Germany","East","15077","Traditional","77213","8","2024-07-30"
"China","South","5673.39","Traditional","42145","2","2024-07-30"
"USA","West","19162.88","Traditional","21965","5","2024-07-30"
"India","East","14798.68","Digital","99350","10","2024-07-30"
"India","South","11811.18","Digital","50085","10","2024-07-30"
"Germany","South","12719.97","Digital","33334","9","2024-07-30"
"Brazil","West","14241.71","Traditional","43003","7","2024-07-31"
"India","East","15167.83","Traditional","56532","7","2024-07-31"
"Germany","North","7495.92","Digital","74164","10","2024-07-31"
"China","South","12073.57","Traditional","63906","7","2024-07-31"
"India","East","11258.08","Digital","24872","5","2024-07-31"
"China","West","19296.63","Traditional","35468","5","2024-07-31"
"India","East","15223.21","Digital","54633","2","2024-07-31"
"India","North","15854.65","Digital","16540","5","2024-07-31"
"USA","West","11795.11","Traditional","82651","7","2024-07-31"
"India","East","13947.37","Digital","84983","3","2024-07-31"
"Germany","South","12648.46","Traditional","84554","9","2024-07-31"
"India","West","11180.71","Traditional","61359","8","2024-07-31"
"Germany","North","8541.82","Traditional","72641","2","2024-07-31"
"India","South","5534.92","Traditional","82130","6","2024-07-31"
"China","West","9342.41","Digital","35657","6","2024-07-31"
"India","West","12027.23","Traditional","96535","2","2024-07-31"
"Germany","East","5474.11","Traditional","71436","5","2024-07-31"
"China","East","15918.58","Digital","99582","3","2024-07-31"
"USA","East","13106.51","Traditional","69271","1","2024-07-31"
"Germany","East","11883.26","Digital","10538","10","2024-07-31"
"USA","North","5232.94","Traditional","95416","4","2024-07-31"
"Brazil","East","12319.32","Digital","28020","9","2024-07-31"
"USA","West","10605.41","Digital","58461","4","2024-07-31"
"USA","North","11690.08","Traditional","63055","6","2024-07-31"
"India","West","11071.72","Traditional","61123","5","2024-08-01"
"India","East","12119.63","Digital","82334","7","2024-08-01"
"Germany","East","19192.86","Traditional","11924","5","2024-08-01"
"USA","East","6364.99","Digital","44598","1","2024-08-01"
"USA","West","5445.02","Digital","68367","4","2024-08-01"
"China","North","9778.81","Traditional","87119","1","2024-08-01"
"China","East","11784.5","Digital","71576","5","2024-08-01"
"Brazil","East","18802.21","Traditional","36258","5","2024-08-01"
"Germany","West","7131.07","Digital","72464","8","2024-08-01"
"Brazil","South","17334.1","Digital","75998","4","2024-08-01"
"China","North","15156.59","Traditional","80874","3","2024-08-01"
"India","West","7946.16","Digital","45998","10","2024-08-01"
"China","West","19456.19","Digital","74807","5","2024-08-01"
"Germany","South","14781.78","Digital","76690","9","2024-08-01"
"Germany","West","10105.72","Digital","91697","6","2024-08-01"
"China","North","17404.33","Traditional","40864","4","2024-08-01"
"China","North","14970.57","Traditional","14998","10","2024-08-01"
"USA","North","10775.77","Traditional","55826","8","2024-08-01"
"India","North","10128.15","Traditional","41914","7","2024-08-01"
"Germany","North","11863.49","Traditional","99089","1","2024-08-01"
"USA","West","8539.83","Digital","59683","8","2024-08-01"
"Brazil","West","9084.7","Digital","94768","9","2024-08-01"
"USA","North","6280.67","Digital","18858","7","2024-08-01"
"Germany","East","12272.16","Traditional","81650","8","2024-08-01"
"China","East","13037.39","Digital","70143","10","2024-08-02"
"USA","North","12247.11","Digital","80856","9","2024-08-02"
"China","North","17857.73","Traditional","95791","5","2024-08-02"
"China","West","7264.28","Traditional","67006","5","2024-08-02"
"Brazil","West","17536.4","Traditional","99984","6","2024-08-02"
"Brazil","West","6839.96","Traditional","59411","4","2024-08-02"
"Brazil","East","19211.43","Digital","42239","2","2024-08-02"
"China","North","5624.28","Digital","49076","5","2024-08-02"
"China","East","16063.48","Digital","66933","3","2024-08-02"
"Brazil","South","16069.5","Traditional","20805","6","2024-08-02"
"Brazil","East","16118.92","Traditional","67293","4","2024-08-02"
"China","North","12333.8","Traditional","13814","7","2024-08-02"
"China","East","14059","Traditional","30051","5","2024-08-02"
"USA","West","11740.51","Traditional","16731","1","2024-08-02"
"Germany","East","10285.99","Digital","52620","1","2024-08-02"
"USA","West","6688.57","Traditional","25113","2","2024-08-02"
"India","South","7993.31","Digital","62934","10","2024-08-02"
"Germany","North","15968.08","Digital","71608","1","2024-08-02"
"Brazil","North","15889.65","Digital","79444","2","2024-08-02"
"USA","South","10018.39","Digital","59550","4","2024-08-02"
"Brazil","North","8629.45","Traditional","70110","7","2024-08-02"
"Brazil","East","13305.36","Traditional","90526","1","2024-08-02"
"Brazil","North","12975.39","Digital","92180","6","2024-08-02"
"Brazil","West","18534.75","Traditional","79777","8","2024-08-02"
"USA","East","15758.83","Digital","79156","7","2024-08-03"
"India","East","10975.86","Digital","89249","2","2024-08-03"
"Germany","North","8291.5","Traditional","40139","9","2024-08-03"
"China","North","19428.8","Traditional","28341","10","2024-08-03"
"Germany","North","12225.34","Traditional","54336","7","2024-08-03"
"India","North","6538.5","Digital","86912","10","2024-08-03"
"India","North","6711.73","Traditional","59150","5","2024-08-03"
"Germany","East","7921.31","Digital","84983","7","2024-08-03"
"Brazil","South","17185.78","Digital","41876","2","2024-08-03"
"Germany","East","14108.09","Traditional","68387","3","2024-08-03"
"Brazil","North","12358.26","Digital","43373","1","2024-08-03"
"India","East","6918.69","Traditional","29713","4","2024-08-03"
"India","North","16649.52","Traditional","64370","9","2024-08-03"
"Brazil","North","13261.63","Traditional","22332","1","2024-08-03"
"USA","West","11280.67","Traditional","26661","8","2024-08-03"
"USA","West","14055.85","Traditional","78343","5","2024-08-03"
"Brazil","North","14519.18","Traditional","75054","1","2024-08-03"
"India","East","12644.41","Traditional","96120","2","2024-08-03"
"Brazil","South","14688.42","Traditional","75070","10","2024-08-03"
"China","East","11679.43","Traditional","55326","1","2024-08-03"
"USA","South","6430.81","Digital","95131","9","2024-08-03"
"Brazil","South","12982.46","Traditional","15937","1","2024-08-03"
"India","East","7293.09","Traditional","22864","2","2024-08-03"
"USA","North","9333.95","Traditional","78819","4","2024-08-03"
"China","East","19518.42","Traditional","43631","9","2024-08-04"
"Brazil","West","18292","Digital","39389","8","2024-08-04"
"China","North","11200.83","Traditional","71195","4","2024-08-04"
"China","West","11009.11","Traditional","28431","2","2024-08-04"
"Germany","South","12459.58","Traditional","64832","6","2024-08-04"
"USA","West","14929.75","Digital","77329","5","2024-08-04"
"Brazil","West","11554.74","Digital","80232","8","2024-08-04"
"Brazil","South","10916.32","Traditional","51974","2","2024-08-04"
"Brazil","West","16172.61","Digital","30759","8","2024-08-04"
"China","South","15538.17","Traditional","47994","2","2024-08-04"
"China","North","12117.98","Digital","11676","6","2024-08-04"
"USA","South","10997.57","Digital","51216","7","2024-08-04"
"India","East","14464.33","Traditional","50842","8","2024-08-04"
"USA","West","11419.03","Digital","20202","9","2024-08-04"
"China","West","15401.43","Traditional","87181","8","2024-08-04"
"USA","South","7157.47","Traditional","92464","4","2024-08-04"
"China","West","7856.76","Traditional","78493","5","2024-08-04"
"India","South","14588.94","Traditional","64724","7","2024-08-04"
"Germany","West","8527.56","Digital","57778","7","2024-08-04"
"China","East","12196.97","Traditional","32277","2","2024-08-04"
"Germany","East","7525.46","Traditional","84958","1","2024-08-04"
"India","West","16335.72","Digital","14157","10","2024-08-04"
"China","West","18854.74","Traditional","12875","7","2024-08-04"
"Germany","East","12893.26","Traditional","76177","2","2024-08-04"
"Brazil","South","5048.11","Digital","56533","2","2024-08-05"
"USA","South","6372.79","Digital","55546","7","2024-08-05"
"China","West","13065.37","Traditional","21925","8","2024-08-05"
"Germany","West","10532.53","Traditional","30206","6","2024-08-05"
"Brazil","South","6129.16","Traditional","22843","6","2024-08-05"
"China","East","19014.96","Digital","80038","9","2024-08-05"
"India","West","9782.55","Traditional","88735","3","2024-08-05"
"Brazil","North","18989.13","Digital","93445","7","2024-08-05"
"China","South","9989.38","Digital","95435","10","2024-08-05"
"Brazil","East","16766.43","Digital","13655","4","2024-08-05"
"India","East","5048.64","Traditional","44824","2","2024-08-05"
"Germany","West","5539.71","Traditional","46011","9","2024-08-05"
"USA","East","5913.2","Traditional","28101","7","2024-08-05"
"China","East","18200.1","Digital","66362","2","2024-08-05"
"USA","East","9148.14","Traditional","24351","5","2024-08-05"
"China","North","19166.53","Traditional","98389","8","2024-08-05"
"USA","West","8416.61","Digital","91882","3","2024-08-05"
"USA","North","10252.6","Traditional","43882","3","2024-08-05"
"Germany","West","12988.12","Digital","20424","3","2024-08-05"
"China","South","17960.22","Traditional","23937","7","2024-08-05"
"Brazil","South","6809.28","Traditional","10698","1","2024-08-05"
"Brazil","South","12827.01","Traditional","50094","7","2024-08-05"
"Germany","North","19394.99","Digital","50219","9","2024-08-05"
"China","West","13474.65","Digital","45352","2","2024-08-05"
"Germany","North","8959.06","Digital","63727","3","2024-08-06"
"USA","East","5467.51","Digital","21836","8","2024-08-06"
"India","East","19305.43","Digital","46961","3","2024-08-06"
"USA","East","9493.32","Traditional","47839","9","2024-08-06"
"Germany","East","8844.43","Digital","72195","9","2024-08-06"
"USA","South","10391.17","Traditional","30484","1","2024-08-06"
"India","South","14950.07","Digital","27734","9","2024-08-06"
"India","West","6014.93","Digital","56272","8","2024-08-06"
"India","North","16385.81","Traditional","64931","6","2024-08-06"
"Germany","West","10922.81","Traditional","22816","3","2024-08-06"
"USA","South","9201.73","Traditional","33091","3","2024-08-06"
"Germany","South","11836.66","Traditional","22103","3","2024-08-06"
"China","West","9900.07","Traditional","65138","5","2024-08-06"
"India","West","13717.66","Traditional","38570","6","2024-08-06"
"Brazil","South","19151.79","Traditional","64570","3","2024-08-06"
"Germany","North","15205.53","Traditional","48822","5","2024-08-06"
"Brazil","East","18053.55","Traditional","30913","2","2024-08-06"
"Brazil","North","8385.13","Digital","97163","3","2024-08-06"
"Brazil","North","9793.69","Traditional","71671","8","2024-08-06"
"India","East","11271.12","Digital","70462","1","2024-08-06"
"Brazil","South","7772.68","Digital","40194","4","2024-08-06"
"China","South","7387.94","Digital","24717","10","2024-08-06"
"India","West","6501.37","Traditional","43682","7","2024-08-06"
"Brazil","South","12074.82","Digital","41729","2","2024-08-06"
"USA","East","13951.33","Traditional","59578","2","2024-08-07"
"Germany","West","11922.86","Traditional","69032","1","2024-08-07"
"Germany","East","16536.31","Digital","71890","3","2024-08-07"
"USA","South","17411.17","Traditional","49980","3","2024-08-07"
"USA","East","8144.77","Traditional","83529","8","2024-08-07"
"China","North","16578.59","Traditional","61921","10","2024-08-07"
"USA","South","14800.87","Traditional","55276","3","2024-08-07"
"Brazil","North","8118.55","Traditional","19329","5","2024-08-07"
"China","South","12281.19","Digital","61944","10","2024-08-07"
"India","South","10782.55","Traditional","92210","8","2024-08-07"
"USA","East","17570.44","Digital","74535","10","2024-08-07"
"China","North","5252.49","Traditional","98957","5","2024-08-07"
"Germany","North","11374.18","Traditional","13642","5","2024-08-07"
"Germany","East","6877.72","Digital","36202","2","2024-08-07"
