Country,Zone,Product_ID,Product_Category,Units_Sold,Revenue,Cost_of_Goods_Sold,Date,Marketing_Spend,Campaign_Type,Customer_Reach,Brand_Awareness_Score,Customer_Rating,Feedback_Type,Volume_of_Feedback,Competitor_Name,Competitor_Price,Competitor_Market_Share,Profit,Profit Margin
Germany,North,P64,Water,579,2965.14,2980.74,2024-06-29,14041.24,Traditional,57131,1,2,Negative,403,Competitor_A,8.0,46.04,-15.599999999999909,-0.0052611343815131524
Germany,West,P50,Water,171,2593.39,1596.65,2024-06-29,19246.53,Traditional,11061,7,3,Positive,460,Competitor_A,2.87,21.93,996.7399999999998,0.38433864555658803
Usa,North,P91,Water,713,3319.53,1380.97,2024-06-29,12836.9,Traditional,43036,2,5,Negative,292,Competitor_C,4.03,24.7,1938.5600000000002,0.5839862872153588
India,North,P99,Juices,713,3508.23,903.6,2024-06-29,16826.52,Digital,28588,5,1,Negative,487,Competitor_B,4.19,31.7,2604.63,0.7424342189651192
India,North,P38,Juices,381,4518.48,2102.49,2024-06-29,16826.52,Digital,28588,5,1,Negative,487,Competitor_B,4.19,31.7,2415.99,0.5346908694959367
India,South,P100,Carbonated Drinks,934,2349.81,1272.51,2024-06-29,13874.66,Digital,37682,9,4,Negative,494,Competitor_C,2.77,14.07,1077.3,0.4584625991037573
Usa,South,P89,Juices,787,3077.56,1509.18,2024-06-29,12518.56,Digital,95814,9,1,Positive,407,Competitor_B,3.6,47.57,1568.3799999999999,0.5096180090721221
Usa,West,P67,Juices,878,1635.51,2091.9,2024-06-29,5958.08,Traditional,90214,8,5,Positive,182,Competitor_C,2.36,30.14,-456.3900000000001,-0.27905057138140404
China,East,P62,Water,139,2658.68,2856.42,2024-06-30,14627.5,Digital,63725,7,4,Negative,321,Competitor_C,2.19,29.42,-197.74000000000024,-0.07437525388538682
Germany,East,P56,Juices,273,2986.79,2053.05,2024-06-30,7157.96,Traditional,28915,3,3,Positive,487,Competitor_B,5.66,23.73,933.7399999999998,0.31262325104878474
Usa,West,P19,Juices,102,2897.28,1449.08,2024-06-30,6418.5,Digital,55660,1,1,Negative,149,Competitor_C,2.36,30.14,1448.2000000000003,0.49984813342169215
India,East,P23,Water,392,1086.6,2627.3,2024-06-30,9462.39,Digital,21291,5,2,Positive,222,Competitor_C,4.72,20.46,-1540.7000000000003,-1.4179090741763303
India,East,P89,Water,376,2150.7,2626.42,2024-06-30,9462.39,Digital,21291,5,2,Positive,222,Competitor_C,4.72,20.46,-475.72000000000025,-0.2211930999209561
Usa,North,P89,Juices,531,2250.2,2005.76,2024-06-30,15176.24,Traditional,59472,9,5,Positive,206,Competitor_A,6.14,28.63,244.43999999999983,0.10863034396942488
Germany,East,P84,Water,983,3087.63,718.42,2024-07-01,5247.28,Digital,13051,1,2,Positive,212,Competitor_B,9.15,14.99,2369.21,0.7673231572435816
Germany,East,P92,Water,477,4407.62,1333.7,2024-07-01,5247.28,Digital,13051,1,2,Positive,212,Competitor_B,9.15,14.99,3073.92,0.6974103938179789
Brazil,East,P54,Juices,966,1259.82,2083.28,2024-07-01,5656.88,Traditional,44071,10,3,Negative,237,Competitor_A,6.8,27.76,-823.4600000000003,-0.6536330586909244
China,West,P74,Water,889,1132.86,532.63,2024-07-01,15039.0,Digital,95104,1,4,Negative,461,Competitor_C,6.74,49.34,600.2299999999999,0.5298359903253711
Usa,North,P16,Juices,505,3360.03,1951.26,2024-07-01,9037.43,Traditional,60990,3,3,Negative,358,Competitor_A,6.14,28.63,1408.7700000000002,0.41927304220498035
Usa,North,P52,Juices,341,2068.17,2389.87,2024-07-01,9037.43,Traditional,60990,3,3,Negative,358,Competitor_A,6.14,28.63,-321.6999999999998,-0.15554814159377606
India,West,P49,Water,970,4230.0,1340.86,2024-07-01,14346.71,Digital,28390,4,2,Negative,100,Competitor_C,7.32,14.59,2889.1400000000003,0.6830118203309693
Germany,North,P68,Carbonated Drinks,167,1338.97,1300.68,2024-07-01,17437.36,Traditional,50045,6,2,Negative,101,Competitor_C,8.04,25.45,38.289999999999964,0.028596607840354872
Germany,North,P37,Carbonated Drinks,614,4681.52,1698.79,2024-07-01,17437.36,Traditional,50045,6,2,Negative,101,Competitor_C,8.04,25.45,2982.7300000000005,0.637128539448726
Brazil,East,P80,Carbonated Drinks,410,3026.09,2178.56,2024-07-02,14379.04,Traditional,30850,10,4,Negative,175,Competitor_C,2.64,12.45,847.5300000000002,0.28007428728160766
Brazil,East,P96,Carbonated Drinks,429,1551.32,2597.87,2024-07-02,14379.04,Traditional,30850,10,4,Negative,175,Competitor_C,2.64,12.45,-1046.55,-0.6746190341128845
India,North,P17,Juices,462,2746.75,2545.59,2024-07-02,8971.71,Digital,13506,1,3,Negative,444,Competitor_B,4.19,31.7,201.15999999999985,0.07323564212250837
Usa,North,P6,Carbonated Drinks,214,3923.47,2420.52,2024-07-02,19061.97,Digital,88776,6,2,Negative,350,Competitor_B,6.78,38.2,1502.9499999999998,0.3830665201976821
Usa,East,P67,Juices,332,1114.12,2262.77,2024-07-03,8343.5,Digital,26044,9,1,Negative,405,Competitor_B,7.87,35.77,-1148.65,-1.0309930707643702
Germany,South,P39,Juices,129,4712.76,2029.15,2024-07-03,19543.32,Traditional,51559,1,5,Negative,132,Competitor_A,8.28,48.32,2683.61,0.5694348958996427
Usa,North,P32,Carbonated Drinks,210,2136.79,1126.22,2024-07-03,16401.32,Traditional,74190,3,2,Positive,465,Competitor_B,6.78,38.2,1010.5699999999999,0.4729383795319147
Germany,East,P100,Juices,499,2902.7,2374.17,2024-07-03,15111.84,Traditional,35953,2,2,Positive,494,Competitor_B,5.66,23.73,528.5299999999997,0.18208219933165665
Germany,East,P4,Juices,863,2268.29,631.75,2024-07-03,15111.84,Traditional,35953,2,2,Positive,494,Competitor_B,5.66,23.73,1636.54,0.7214862297148954
Germany,East,P92,Water,418,1991.82,1999.87,2024-07-03,15111.84,Traditional,35953,2,2,Positive,294,Competitor_B,9.15,14.99,-8.049999999999955,-0.00404152985711558
India,East,P87,Water,390,4133.54,950.19,2024-07-03,14977.08,Traditional,84529,4,5,Negative,240,Competitor_C,4.72,20.46,3183.35,0.7701268162398331
India,East,P60,Water,104,1044.25,1141.21,2024-07-03,14977.08,Traditional,84529,4,5,Negative,240,Competitor_C,4.72,20.46,-96.96000000000004,-0.0928513287048121
China,East,P27,Juices,311,1245.49,1579.43,2024-07-03,9142.77,Digital,41853,5,2,Negative,373,Competitor_C,9.85,23.93,-333.94000000000005,-0.2681193747039318
China,North,P52,Carbonated Drinks,560,2200.34,822.83,2024-07-04,14223.12,Digital,42244,1,2,Negative,261,Competitor_C,9.68,17.62,1377.5100000000002,0.6260441568121291
Usa,North,P94,Juices,650,4729.24,1604.99,2024-07-04,19227.86,Digital,63090,2,5,Negative,401,Competitor_A,6.14,28.63,3124.25,0.6606241171943061
Germany,North,P56,Water,543,2023.46,1324.68,2024-07-04,19461.92,Digital,98464,9,5,Negative,278,Competitor_A,8.0,46.04,698.78,0.34533917151809274
Brazil,West,P87,Carbonated Drinks,286,4848.28,1785.59,2024-07-04,11433.52,Traditional,89703,4,5,Positive,184,Competitor_A,5.69,38.36,3062.6899999999996,0.6317065020997137
China,West,P60,Juices,898,2390.43,1245.95,2024-07-04,13098.43,Digital,88972,9,5,Positive,393,Competitor_A,1.46,24.03,1144.4799999999998,0.4787757851097919
Brazil,North,P96,Water,971,4739.56,767.81,2024-07-05,18208.58,Traditional,25619,10,2,Positive,151,Competitor_A,4.73,10.3,3971.7500000000005,0.8379997299327364
Germany,South,P16,Water,853,1882.6,2004.06,2024-07-05,12486.75,Traditional,68261,2,2,Positive,262,Competitor_A,3.37,10.29,-121.46000000000004,-0.06451715712312761
Germany,South,P29,Water,103,4973.66,2583.92,2024-07-05,12486.75,Traditional,68261,2,2,Positive,262,Competitor_A,3.37,10.29,2389.74,0.48047916423720155
China,South,P3,Water,523,4261.62,1522.98,2024-07-05,15741.0,Traditional,15721,10,5,Negative,302,Competitor_C,1.71,22.28,2738.64,0.6426288594478156
Brazil,West,P96,Water,256,1342.89,1095.47,2024-07-06,15489.86,Digital,75810,3,2,Negative,253,Competitor_C,2.59,15.46,247.42000000000007,0.1842444280618666
Germany,East,P14,Carbonated Drinks,141,2822.35,1919.87,2024-07-06,15408.97,Digital,57075,7,1,Negative,378,Competitor_A,9.96,32.73,902.48,0.31976190054387305
Brazil,South,P18,Juices,182,3772.67,562.19,2024-07-07,16929.53,Digital,18369,10,5,Positive,466,Competitor_A,8.38,29.71,3210.48,0.8509835209546555
India,North,P43,Carbonated Drinks,436,1038.72,2473.84,2024-07-07,15408.56,Digital,58431,7,2,Negative,294,Competitor_C,9.31,23.76,-1435.1200000000001,-1.3816235366605054
India,North,P29,Carbonated Drinks,316,3744.09,716.99,2024-07-07,15408.56,Digital,58431,7,2,Negative,294,Competitor_C,9.31,23.76,3027.1000000000004,0.8085008640283754
Germany,West,P82,Water,362,1193.74,1533.53,2024-07-07,9107.56,Traditional,13657,5,2,Positive,169,Competitor_A,2.87,21.93,-339.78999999999996,-0.28464322214217497
Brazil,West,P6,Juices,773,3490.99,1699.66,2024-07-07,8624.41,Digital,70496,5,4,Positive,269,Competitor_C,8.78,33.92,1791.3299999999997,0.513129513404507
India,North,P93,Carbonated Drinks,116,3339.46,1988.21,2024-07-08,11856.43,Traditional,59901,9,1,Positive,411,Competitor_C,9.31,23.76,1351.25,0.4046312876932199
China,North,P35,Juices,970,1966.9,573.21,2024-07-08,18956.18,Digital,78794,8,5,Positive,85,Competitor_C,5.43,48.3,1393.69,0.7085718643550765
China,North,P57,Carbonated Drinks,929,4826.44,2857.47,2024-07-08,18956.18,Digital,78794,8,4,Negative,266,Competitor_C,9.68,17.62,1968.9699999999998,0.4079549315851849
China,South,P95,Water,288,2761.2,2105.54,2024-07-08,8166.07,Traditional,76564,3,3,Negative,328,Competitor_C,1.71,22.28,655.6599999999999,0.23745472982761115
China,South,P89,Water,103,4559.7,899.82,2024-07-08,8166.07,Traditional,76564,3,3,Negative,328,Competitor_C,1.71,22.28,3659.8799999999997,0.8026580696098428
China,South,P2,Water,604,4111.74,1056.84,2024-07-08,8166.07,Traditional,76564,3,3,Negative,328,Competitor_C,1.71,22.28,3054.8999999999996,0.7429701294342541
China,South,P83,Juices,911,3375.17,1108.5,2024-07-08,8166.07,Traditional,76564,3,4,Positive,426,Competitor_B,4.18,25.86,2266.67,0.6715720985905895
Brazil,West,P83,Water,352,1574.51,546.99,2024-07-08,10101.12,Digital,97268,1,5,Positive,55,Competitor_C,2.59,15.46,1027.52,0.6525966808721444
Germany,South,P98,Juices,513,2945.72,1709.09,2024-07-08,7334.05,Digital,21871,4,3,Positive,210,Competitor_A,8.28,48.32,1236.6299999999999,0.41980568417908015
China,East,P78,Juices,451,2886.61,726.31,2024-07-09,8750.58,Digital,63038,6,1,Positive,320,Competitor_C,9.85,23.93,2160.3,0.748386515670631
China,East,P48,Juices,939,2645.44,767.89,2024-07-09,8750.58,Digital,63038,6,1,Positive,320,Competitor_C,9.85,23.93,1877.5500000000002,0.7097307064231282
India,East,P46,Carbonated Drinks,489,2951.42,1159.29,2024-07-09,13328.29,Digital,92469,9,2,Negative,70,Competitor_C,6.25,34.71,1792.13,0.6072094110631493
India,East,P100,Carbonated Drinks,878,1050.22,2847.96,2024-07-09,13328.29,Digital,92469,9,2,Negative,70,Competitor_C,6.25,34.71,-1797.74,-1.711774675782217
Germany,North,P14,Water,397,2912.47,862.78,2024-07-09,13467.79,Traditional,78071,5,1,Positive,156,Competitor_A,8.0,46.04,2049.6899999999996,0.703763472241774
Brazil,West,P14,Juices,545,1419.9,694.96,2024-07-09,19715.79,Digital,18480,6,5,Positive,343,Competitor_C,8.78,33.92,724.94,0.5105570814846117
China,South,P83,Carbonated Drinks,971,1932.07,1262.97,2024-07-09,15206.83,Digital,10669,5,4,Negative,163,Competitor_B,4.95,31.45,669.0999999999999,0.34631250420533416
China,South,P5,Carbonated Drinks,496,4692.23,633.84,2024-07-09,15206.83,Digital,10669,5,4,Negative,163,Competitor_B,4.95,31.45,4058.3899999999994,0.8649171076439134
China,South,P37,Carbonated Drinks,176,3511.67,2592.5,2024-07-09,15206.83,Digital,10669,5,4,Negative,163,Competitor_B,4.95,31.45,919.1700000000001,0.26174725985072633
Usa,North,P12,Carbonated Drinks,783,3862.7,2181.61,2024-07-09,5724.8,Traditional,85086,10,1,Negative,301,Competitor_B,6.78,38.2,1681.0899999999997,0.43521112175421334
Usa,North,P55,Carbonated Drinks,100,1111.19,2585.25,2024-07-09,5724.8,Traditional,85086,10,1,Negative,301,Competitor_B,6.78,38.2,-1474.06,-1.3265598142531878
Usa,North,P9,Carbonated Drinks,796,2208.0,2509.36,2024-07-10,8727.53,Digital,17795,7,4,Positive,283,Competitor_B,6.78,38.2,-301.3600000000001,-0.13648550724637687
Brazil,North,P71,Water,667,1027.6,1389.25,2024-07-10,8301.5,Traditional,10043,3,2,Negative,245,Competitor_A,4.73,10.3,-361.6500000000001,-0.3519365511872325
India,West,P20,Water,770,4125.28,606.37,2024-07-10,13177.28,Digital,19459,9,3,Negative,89,Competitor_C,7.32,14.59,3518.91,0.8530111895434976
Usa,West,P14,Water,943,4021.14,1234.33,2024-07-10,12774.33,Traditional,40018,8,4,Positive,395,Competitor_B,8.4,33.33,2786.81,0.6930397847376615
Germany,East,P26,Carbonated Drinks,431,3970.27,2163.92,2024-07-11,12271.71,Traditional,92006,2,5,Positive,453,Competitor_A,9.96,32.73,1806.35,0.4549690575200175
Germany,South,P27,Juices,533,2235.92,1062.43,2024-07-11,16751.84,Digital,94205,8,3,Positive,435,Competitor_A,8.28,48.32,1173.49,0.5248354145049913
India,South,P45,Juices,506,3529.25,1207.11,2024-07-11,9533.02,Traditional,91657,6,4,Positive,117,Competitor_C,3.52,36.56,2322.1400000000003,0.6579698236169159
Brazil,South,P44,Juices,645,1647.8,1554.89,2024-07-11,8806.44,Digital,94477,10,3,Positive,203,Competitor_A,8.38,29.71,92.90999999999985,0.05638426993567172
China,West,P88,Juices,975,4417.89,2059.58,2024-07-11,6600.7,Digital,10876,1,4,Positive,356,Competitor_A,1.46,24.03,2358.3100000000004,0.5338091260760228
Usa,West,P26,Carbonated Drinks,441,1563.6,2108.21,2024-07-11,6406.32,Digital,63945,3,1,Positive,270,Competitor_C,1.01,41.6,-544.6100000000001,-0.3483051931440267
China,South,P89,Carbonated Drinks,467,3965.4,2613.53,2024-07-11,16746.74,Traditional,73404,9,4,Negative,454,Competitor_B,4.95,31.45,1351.87,0.34091642709436626
Germany,North,P88,Juices,662,2369.72,1673.5,2024-07-11,6362.6,Digital,35637,5,2,Negative,439,Competitor_B,7.49,13.55,696.2199999999998,0.29379842344243196
Usa,South,P25,Carbonated Drinks,254,4845.07,1940.66,2024-07-12,6019.29,Digital,68055,9,4,Positive,238,Competitor_A,5.65,27.02,2904.41,0.5994567673944855
Germany,North,P86,Carbonated Drinks,676,4773.07,1753.18,2024-07-12,15678.35,Traditional,38684,8,4,Negative,80,Competitor_C,8.04,25.45,3019.8899999999994,0.6326934237293816
Germany,North,P13,Carbonated Drinks,155,3745.4,2022.81,2024-07-12,15678.35,Traditional,38684,8,4,Negative,80,Competitor_C,8.04,25.45,1722.5900000000001,0.45992150371121915
Brazil,North,P41,Water,108,4302.58,2960.22,2024-07-12,5822.18,Traditional,39477,2,4,Negative,408,Competitor_A,4.73,10.3,1342.3600000000001,0.3119895504557731
Brazil,North,P43,Water,887,1367.4,2469.9,2024-07-12,5822.18,Traditional,39477,2,4,Negative,408,Competitor_A,4.73,10.3,-1102.5,-0.8062746818780167
China,South,P1,Water,223,4127.77,2330.6,2024-07-12,5207.21,Traditional,76827,6,5,Negative,117,Competitor_C,1.71,22.28,1797.1700000000005,0.43538520799366254
China,North,P26,Carbonated Drinks,506,3487.55,1829.77,2024-07-13,8276.36,Digital,36495,9,3,Positive,221,Competitor_C,9.68,17.62,1657.7800000000002,0.4753422889994409
China,North,P7,Carbonated Drinks,153,1338.62,1028.07,2024-07-13,8276.36,Digital,36495,9,3,Positive,221,Competitor_C,9.68,17.62,310.54999999999995,0.23199264914613557
India,South,P45,Water,895,4881.41,1421.29,2024-07-13,17090.18,Traditional,17558,7,2,Negative,140,Competitor_A,4.9,23.31,3460.12,0.7088361764326291
India,South,P44,Water,177,1088.48,1756.69,2024-07-13,17090.18,Traditional,17558,7,2,Negative,140,Competitor_A,4.9,23.31,-668.21,-0.6138927678965163
Germany,East,P27,Carbonated Drinks,552,2982.83,2641.69,2024-07-13,7952.57,Digital,66054,9,2,Positive,446,Competitor_A,9.96,32.73,341.1399999999999,0.1143678989416091
Usa,South,P13,Water,759,3046.99,783.15,2024-07-13,6719.27,Digital,38694,1,5,Negative,358,Competitor_C,6.67,28.97,2263.8399999999997,0.7429758548600421
Usa,West,P22,Carbonated Drinks,949,4503.58,1729.56,2024-07-14,8965.43,Traditional,81337,3,2,Negative,60,Competitor_C,1.01,41.6,2774.02,0.6159588593963025
India,North,P67,Juices,102,1118.83,1396.85,2024-07-14,16564.55,Digital,77367,7,5,Positive,454,Competitor_B,4.19,31.7,-278.02,-0.24849172796582145
Brazil,South,P45,Juices,690,2808.26,2990.88,2024-07-14,6161.21,Digital,90710,7,1,Negative,52,Competitor_A,8.38,29.71,-182.6199999999999,-0.0650295912771609
China,West,P64,Water,570,2905.23,949.82,2024-07-14,7442.53,Digital,87396,4,1,Negative,349,Competitor_C,6.74,49.34,1955.4099999999999,0.6730654715805633
India,North,P46,Juices,298,4710.55,751.83,2024-07-15,12053.41,Digital,87452,6,2,Negative,155,Competitor_B,4.19,31.7,3958.7200000000003,0.8403944337710034
China,East,P49,Carbonated Drinks,893,1724.86,2572.65,2024-07-15,6980.01,Traditional,65906,2,4,Positive,71,Competitor_A,7.27,16.94,-847.7900000000002,-0.49151235462588283
Brazil,West,P69,Juices,631,2700.51,845.06,2024-07-15,19085.59,Traditional,22102,3,3,Negative,183,Competitor_C,8.78,33.92,1855.4500000000003,0.6870739230737898
Brazil,West,P16,Juices,301,1646.25,908.46,2024-07-15,19085.59,Traditional,22102,3,3,Negative,183,Competitor_C,8.78,33.92,737.79,0.4481640091116173
China,West,P90,Juices,974,2383.31,1439.99,2024-07-16,10817.86,Traditional,56486,2,5,Negative,265,Competitor_A,1.46,24.03,943.3199999999999,0.3958024763878807
China,South,P32,Carbonated Drinks,147,1886.58,728.56,2024-07-16,7165.07,Traditional,40076,2,5,Positive,269,Competitor_B,4.95,31.45,1158.02,0.6138197161000328
Usa,South,P10,Juices,598,2030.05,1409.47,2024-07-16,16713.22,Digital,93622,8,1,Negative,245,Competitor_B,3.6,47.57,620.5799999999999,0.3056969040171424
India,West,P40,Carbonated Drinks,814,2745.53,2862.72,2024-07-16,5685.36,Traditional,60515,5,2,Negative,241,Competitor_C,1.15,40.65,-117.1899999999996,-0.04268392623646421
Usa,West,P12,Water,772,1163.32,1575.74,2024-07-16,12665.32,Digital,10553,5,5,Negative,307,Competitor_B,8.4,33.33,-412.4200000000001,-0.3545198225767631
Brazil,North,P57,Juices,570,3275.58,2737.14,2024-07-17,19603.34,Digital,30064,2,5,Positive,200,Competitor_C,1.72,35.44,538.44,0.16438004872419543
China,East,P12,Water,331,4148.75,722.21,2024-07-17,5163.08,Traditional,45382,4,4,Negative,285,Competitor_C,2.19,29.42,3426.54,0.8259210605604097
Brazil,East,P15,Carbonated Drinks,895,4759.91,539.13,2024-07-17,11076.04,Digital,96775,7,1,Negative,160,Competitor_C,2.64,12.45,4220.78,0.8867352533976482
Usa,South,P64,Carbonated Drinks,977,2138.19,2148.04,2024-07-17,9203.72,Digital,62953,9,5,Negative,142,Competitor_A,5.65,27.02,-9.849999999999909,-0.004606700059395988
Usa,North,P53,Carbonated Drinks,871,3340.02,576.96,2024-07-17,19444.38,Digital,69167,6,1,Negative,178,Competitor_B,6.78,38.2,2763.06,0.8272585194100635
Germany,North,P6,Juices,736,4953.26,2235.03,2024-07-17,12932.3,Traditional,20528,4,3,Positive,362,Competitor_B,7.49,13.55,2718.23,0.5487759576521322
Brazil,South,P61,Juices,662,3790.85,1494.57,2024-07-17,17948.99,Traditional,78857,7,2,Negative,461,Competitor_A,8.38,29.71,2296.2799999999997,0.605742775367002
China,East,P66,Carbonated Drinks,291,1136.98,2115.26,2024-07-18,14972.36,Traditional,49070,1,5,Positive,411,Competitor_A,7.27,16.94,-978.2800000000002,-0.860419708350191
China,North,P60,Juices,412,3365.86,2838.3,2024-07-18,6162.21,Traditional,28233,1,4,Negative,476,Competitor_C,5.43,48.3,527.56,0.15673854527520453
Germany,South,P87,Carbonated Drinks,195,1559.11,2154.99,2024-07-18,9483.91,Traditional,94671,10,1,Negative,482,Competitor_A,6.59,37.39,-595.8799999999999,-0.3821924046411093
Brazil,West,P71,Water,209,4552.73,2955.06,2024-07-18,9394.01,Digital,58518,8,1,Negative,417,Competitor_C,2.59,15.46,1597.6699999999996,0.3509257083112769
China,North,P31,Water,796,2144.19,927.13,2024-07-19,5384.61,Traditional,50650,7,1,Positive,416,Competitor_B,1.38,13.75,1217.06,0.5676082809825621
China,North,P15,Juices,776,4684.0,756.06,2024-07-19,5384.61,Traditional,50650,7,1,Positive,215,Competitor_C,5.43,48.3,3927.94,0.8385866780529462
China,North,P59,Carbonated Drinks,213,1771.32,2497.57,2024-07-19,5384.61,Traditional,50650,7,2,Positive,282,Competitor_C,9.68,17.62,-726.2500000000002,-0.4100049680464288
Brazil,North,P57,Water,389,1440.21,1732.28,2024-07-19,11868.18,Traditional,34664,6,4,Negative,117,Competitor_A,4.73,10.3,-292.06999999999994,-0.20279681435346228
India,South,P21,Juices,142,4999.05,741.71,2024-07-19,19270.52,Digital,25876,6,3,Negative,473,Competitor_C,3.52,36.56,4257.34,0.8516298096638362
Usa,North,P92,Carbonated Drinks,972,4650.68,2490.11,2024-07-19,19304.16,Digital,75245,6,4,Positive,256,Competitor_B,6.78,38.2,2160.57,0.46457077244617995
China,East,P75,Carbonated Drinks,779,4367.04,2129.41,2024-07-19,17197.6,Digital,18840,2,2,Negative,336,Competitor_A,7.27,16.94,2237.63,0.5123905437092402
Usa,North,P61,Water,866,2302.17,2358.91,2024-07-20,9748.36,Traditional,82154,3,3,Negative,296,Competitor_C,4.03,24.7,-56.73999999999978,-0.02464631195784837
