"Country","Zone","Competitor_Name","Competitor_Product_Category","Competitor_Price","Competitor_Market_Share"
"Brazil","West","Competitor_C","Water","9.67","23.38"
"Brazil","East","Competitor_A","Juices","1.22","20.2"
"Germany","South","Competitor_C","Water","7.41","26.53"
"Brazil","South","Competitor_B","Water","1.18","21.82"
"India","West","Competitor_B","Water","4.6","12.55"
"India","East","Competitor_B","Carbonated Drinks","5.08","49.77"
"India","West","Competitor_A","Juices","3.04","43.51"
"USA","South","Competitor_B","Carbonated Drinks","1.89","40.96"
"Brazil","West","Competitor_B","Water","8.69","31.04"
"Brazil","West","Competitor_C","Carbonated Drinks","6.99","22.74"
"Brazil","North","Competitor_A","Juices","2.86","49.47"
"Germany","South","Competitor_C","Carbonated Drinks","9.89","40.27"
"India","South","Competitor_A","Water","6.5","28.41"
"Brazil","East","Competitor_B","Juices","3.48","33.23"
"Brazil","North","Competitor_B","Carbonated Drinks","9.74","30.7"
"China","South","Competitor_B","Water","4.08","30.76"
"India","East","Competitor_C","Juices","5.77","17.86"
"Brazil","North","Competitor_A","Juices","7.5","49.6"
"USA","East","Competitor_C","Carbonated Drinks","1.05","48.61"
"USA","North","Competitor_B","Water","6.72","14.04"
"China","West","Competitor_C","Carbonated Drinks","8.57","34.1"
"Brazil","South","Competitor_C","Carbonated Drinks","7.7","33.12"
"Germany","South","Competitor_A","Carbonated Drinks","4.48","23.18"
"India","South","Competitor_A","Carbonated Drinks","7.7","49.11"
"Brazil","East","Competitor_A","Juices","9.39","48.67"
"India","West","Competitor_B","Juices","9.87","39.41"
"Germany","North","Competitor_C","Water","3.89","24.31"
"Brazil","South","Competitor_A","Carbonated Drinks","8.45","26.3"
"China","North","Competitor_C","Juices","6.92","16.37"
"Brazil","West","Competitor_A","Water","4.67","49.02"
"China","East","Competitor_B","Juices","2.58","30.71"
"China","West","Competitor_A","Water","3.21","27.23"
"USA","East","Competitor_A","Juices","7.66","15.9"
"USA","North","Competitor_A","Water","2.04","15.34"
"Germany","South","Competitor_A","Water","2.76","27.3"
"India","West","Competitor_B","Juices","7.13","29.71"
"India","South","Competitor_A","Carbonated Drinks","8.57","11.2"
"Germany","South","Competitor_C","Water","8.94","43.42"
"Brazil","South","Competitor_A","Juices","6.83","30.38"
"China","West","Competitor_C","Carbonated Drinks","6.11","38.69"
"China","East","Competitor_C","Carbonated Drinks","2.22","36.51"
"Germany","West","Competitor_C","Carbonated Drinks","9.65","24.33"
"India","East","Competitor_C","Water","2.79","33.48"
"Brazil","West","Competitor_B","Carbonated Drinks","7.2","16.9"
"Brazil","West","Competitor_B","Juices","5.73","30.45"
"USA","North","Competitor_B","Carbonated Drinks","4.25","11.56"
"USA","North","Competitor_C","Juices","7.63","45.53"
"India","South","Competitor_C","Juices","8.83","18.16"
"Brazil","West","Competitor_A","Carbonated Drinks","7.9","33"
"China","South","Competitor_A","Water","2.31","18.67"
"USA","East","Competitor_C","Carbonated Drinks","4.63","18.11"
"USA","North","Competitor_B","Juices","7.23","29.97"
"China","West","Competitor_C","Juices","8.63","44.07"
"Brazil","East","Competitor_B","Carbonated Drinks","2.25","24.83"
"Brazil","East","Competitor_B","Carbonated Drinks","6.58","10.17"
"India","South","Competitor_A","Carbonated Drinks","2.21","20.89"
"USA","South","Competitor_B","Carbonated Drinks","8.38","13.49"
"India","East","Competitor_B","Carbonated Drinks","8.61","40.97"
"Brazil","North","Competitor_C","Water","5.26","17.69"
"Germany","North","Competitor_B","Carbonated Drinks","7.74","27.36"
"India","South","Competitor_A","Carbonated Drinks","3.3","44.38"
"Brazil","West","Competitor_A","Juices","2.77","30.9"
"Brazil","North","Competitor_B","Juices","6.6","11.33"
"Brazil","South","Competitor_C","Water","3.5","30.71"
"Germany","West","Competitor_B","Juices","7.83","20.49"
"USA","South","Competitor_A","Water","7.69","41.69"
"USA","West","Competitor_A","Juices","6.56","10.27"
"USA","West","Competitor_B","Juices","9.33","43.9"
"USA","East","Competitor_C","Carbonated Drinks","7.8","13.34"
"India","North","Competitor_C","Carbonated Drinks","4.96","36.12"
"Brazil","North","Competitor_A","Juices","5.85","14.87"
"Brazil","North","Competitor_B","Carbonated Drinks","3.26","32.07"
"India","West","Competitor_B","Water","8.31","29.76"
"USA","South","Competitor_C","Carbonated Drinks","6.7","36.71"
"China","West","Competitor_B","Juices","5.02","42.28"
"Brazil","West","Competitor_A","Juices","7.69","29.13"
"Germany","West","Competitor_B","Water","9.41","34.97"
"China","South","Competitor_C","Water","8.16","36.24"
"China","South","Competitor_A","Juices","1.19","40.39"
"India","South","Competitor_B","Water","2.61","38.19"
"China","West","Competitor_C","Juices","1.23","49.46"
"China","East","Competitor_B","Water","7.64","41.09"
"Germany","West","Competitor_A","Carbonated Drinks","6.58","24.6"
"China","West","Competitor_B","Carbonated Drinks","8.56","38.4"
"India","North","Competitor_C","Carbonated Drinks","1.86","43.79"
"USA","East","Competitor_B","Water","8.97","37.54"
"India","South","Competitor_C","Water","9.22","46.95"
"Germany","North","Competitor_A","Juices","2.07","38.17"
"India","East","Competitor_A","Water","8","19.45"
"Germany","North","Competitor_B","Carbonated Drinks","3.72","12.48"
"India","East","Competitor_C","Juices","9.11","14.22"
"India","West","Competitor_A","Carbonated Drinks","6.23","14.13"
"USA","South","Competitor_A","Carbonated Drinks","1.03","14.54"
"USA","West","Competitor_B","Water","1.15","24.68"
"India","South","Competitor_B","Juices","5.05","44.57"
"China","East","Competitor_A","Carbonated Drinks","8.45","36.37"
"India","West","Competitor_A","Juices","5.97","14.33"
"USA","West","Competitor_A","Carbonated Drinks","4.22","47.95"
"China","East","Competitor_A","Carbonated Drinks","4.9","35.09"
"China","East","Competitor_A","Carbonated Drinks","1.67","45.73"
"Germany","North","Competitor_B","Water","4.93","40.9"
"Germany","South","Competitor_C","Carbonated Drinks","1.36","27.81"
"India","East","Competitor_C","Juices","7.35","38.62"
"China","South","Competitor_A","Water","6.63","18.65"
"India","North","Competitor_B","Juices","2.21","26.46"
"USA","East","Competitor_B","Carbonated Drinks","4.85","34.59"
"China","East","Competitor_B","Water","8.91","16.04"
"China","North","Competitor_A","Juices","5.16","22.84"
"Brazil","East","Competitor_C","Juices","1.69","43.86"
"India","North","Competitor_C","Juices","4.47","24.17"
"China","North","Competitor_A","Juices","4.98","29.6"
"Brazil","South","Competitor_B","Juices","8.49","40.09"
"Germany","South","Competitor_B","Carbonated Drinks","3.51","45.69"
"India","North","Competitor_B","Juices","1.47","14.35"
"China","West","Competitor_A","Juices","9.89","39.25"
"China","West","Competitor_A","Water","5.7","27.7"
"Brazil","South","Competitor_B","Water","9.22","49.07"
"India","North","Competitor_C","Juices","4.85","32.19"
"India","West","Competitor_A","Water","2.19","34.28"
"Germany","South","Competitor_A","Carbonated Drinks","8.69","25.9"
"China","South","Competitor_B","Carbonated Drinks","4.77","11.05"
"Brazil","North","Competitor_C","Water","3.04","17.8"
"USA","North","Competitor_B","Carbonated Drinks","2.44","11.09"
"China","West","Competitor_C","Juices","5.72","35.95"
"China","North","Competitor_C","Juices","4.97","33.96"
"Germany","West","Competitor_A","Carbonated Drinks","2.07","21.28"
"India","North","Competitor_A","Water","2.45","29.32"
"India","West","Competitor_C","Water","1.65","35.5"
"India","West","Competitor_C","Carbonated Drinks","1.04","48.26"
"India","North","Competitor_A","Juices","8.87","45.84"
"India","South","Competitor_A","Water","1.19","48.25"
"India","West","Competitor_B","Juices","1.95","34.31"
"China","South","Competitor_C","Juices","5.58","15.88"
"China","East","Competitor_A","Juices","2.82","44.15"
"Brazil","South","Competitor_B","Carbonated Drinks","7.29","18.48"
"USA","East","Competitor_A","Water","4.98","14.41"
"China","East","Competitor_C","Carbonated Drinks","6.45","12.79"
"China","North","Competitor_A","Juices","9.84","14.81"
"China","South","Competitor_C","Carbonated Drinks","7.99","48.5"
"China","North","Competitor_B","Carbonated Drinks","5.47","15.75"
"Brazil","West","Competitor_C","Water","8.3","15.34"
"India","South","Competitor_A","Carbonated Drinks","1.59","49.61"
"China","North","Competitor_B","Water","7.86","43.5"
"Germany","North","Competitor_B","Juices","7.09","19.15"
"Brazil","East","Competitor_A","Juices","2.61","47.57"
"Brazil","East","Competitor_C","Carbonated Drinks","6","33.9"
"India","South","Competitor_C","Carbonated Drinks","8.06","21.06"
"China","North","Competitor_B","Carbonated Drinks","5.26","18.46"
"USA","South","Competitor_B","Juices","9.8","16.47"
"India","South","Competitor_C","Carbonated Drinks","7.29","38.23"
"Germany","East","Competitor_C","Water","3.21","11.79"
"Brazil","North","Competitor_B","Carbonated Drinks","8.34","17.71"
"USA","West","Competitor_C","Carbonated Drinks","5.1","11.56"
"Brazil","West","Competitor_A","Juices","4.38","12.73"
"Brazil","South","Competitor_A","Carbonated Drinks","8.12","19.37"
"Brazil","East","Competitor_B","Carbonated Drinks","3.65","31.34"
"China","West","Competitor_A","Carbonated Drinks","4.01","44.66"
"Brazil","North","Competitor_A","Water","6.44","20.4"
"USA","East","Competitor_A","Water","3.51","27.42"
"Germany","West","Competitor_B","Water","3.49","11.69"
"China","South","Competitor_A","Carbonated Drinks","7.73","12.66"
"Brazil","North","Competitor_C","Water","9.3","22.84"
"USA","North","Competitor_C","Juices","1.82","16.57"
"India","West","Competitor_B","Carbonated Drinks","2.77","14.41"
"India","South","Competitor_B","Water","7.13","26.48"
"China","North","Competitor_C","Water","8.05","40.85"
"China","East","Competitor_B","Juices","1.08","13.34"
"India","West","Competitor_A","Juices","2.95","16.7"
"Germany","North","Competitor_C","Carbonated Drinks","9.92","15.29"
"China","North","Competitor_B","Water","2.81","41.63"
"China","West","Competitor_C","Juices","4.97","47.71"
"Brazil","South","Competitor_B","Carbonated Drinks","5.94","10.47"
"USA","East","Competitor_A","Juices","2.67","23.83"
"India","East","Competitor_B","Water","4.92","10.92"
"India","East","Competitor_C","Water","5.1","36.16"
"Brazil","West","Competitor_B","Water","2.01","16.92"
"Brazil","North","Competitor_B","Water","7.85","44.26"
"India","East","Competitor_C","Carbonated Drinks","6.17","35.43"
"Germany","South","Competitor_A","Carbonated Drinks","8.96","26.31"
"Brazil","South","Competitor_C","Carbonated Drinks","7.41","43.95"
"Germany","South","Competitor_A","Juices","8.42","11.27"
"Brazil","East","Competitor_B","Juices","1.01","19.81"
"China","East","Competitor_A","Juices","7.14","20.39"
"Brazil","South","Competitor_A","Water","5.83","33.76"
"USA","North","Competitor_A","Juices","6.14","21"
"India","South","Competitor_B","Carbonated Drinks","2.51","39.7"
"USA","East","Competitor_B","Carbonated Drinks","7.04","29.15"
"India","North","Competitor_B","Juices","9.96","37.36"
"China","South","Competitor_B","Carbonated Drinks","8.18","11.6"
"China","South","Competitor_B","Juices","7.21","26.76"
"India","North","Competitor_C","Water","9.34","45.61"
"China","North","Competitor_C","Carbonated Drinks","4.61","40.99"
"Germany","North","Competitor_A","Water","6.97","16.42"
"Brazil","South","Competitor_C","Juices","2.64","47.16"
"Brazil","North","Competitor_A","Carbonated Drinks","8.76","13.49"
"USA","West","Competitor_A","Water","1.06","27.55"
"USA","East","Competitor_A","Carbonated Drinks","1.08","10.35"
"China","North","Competitor_B","Water","9.53","29.29"
"China","West","Competitor_B","Carbonated Drinks","6.1","10.45"
"India","West","Competitor_C","Juices","3.61","38.58"
"USA","West","Competitor_C","Juices","1.2","48.1"
"China","South","Competitor_B","Carbonated Drinks","4.39","45.48"
"India","South","Competitor_C","Water","2.22","40.95"
"China","West","Competitor_B","Water","5.48","30.63"
"China","West","Competitor_B","Carbonated Drinks","1.67","27.52"
"China","North","Competitor_A","Juices","4.71","21.39"
"India","North","Competitor_B","Carbonated Drinks","2.41","22.55"
"USA","South","Competitor_B","Juices","6.68","24.24"
"USA","West","Competitor_A","Water","4.73","37.95"
"USA","West","Competitor_B","Carbonated Drinks","5.53","28.32"
"USA","South","Competitor_C","Carbonated Drinks","2.55","14.77"
"Germany","West","Competitor_B","Juices","1.44","34.01"
"Brazil","East","Competitor_C","Carbonated Drinks","2.39","46.32"
"China","West","Competitor_B","Carbonated Drinks","2.55","28.76"
"Brazil","East","Competitor_B","Juices","2.77","32.27"
"China","North","Competitor_C","Carbonated Drinks","8.36","47.53"
"India","West","Competitor_B","Water","8.07","41.86"
"USA","West","Competitor_B","Water","6.69","17.03"
"USA","South","Competitor_C","Carbonated Drinks","7.28","48.07"
"China","East","Competitor_A","Juices","7.82","19.45"
"India","East","Competitor_B","Juices","9.94","20.16"
"China","East","Competitor_C","Water","5.09","32.06"
"India","East","Competitor_B","Juices","1.55","28"
"Germany","South","Competitor_A","Juices","1.95","22.23"
"India","East","Competitor_A","Juices","8.7","25.64"
"India","South","Competitor_A","Juices","1.85","21.12"
"Brazil","South","Competitor_C","Juices","7.26","29.75"
"Germany","North","Competitor_A","Juices","9","42.45"
"USA","West","Competitor_C","Juices","3.09","48.56"
"USA","West","Competitor_C","Carbonated Drinks","1.57","17.84"
"Germany","East","Competitor_B","Juices","7.15","33.29"
"Brazil","East","Competitor_C","Juices","2.71","49.28"
"Brazil","East","Competitor_C","Carbonated Drinks","8.31","44.66"
"China","South","Competitor_C","Carbonated Drinks","5.69","10.54"
"China","West","Competitor_A","Carbonated Drinks","8.9","36.48"
"China","South","Competitor_A","Carbonated Drinks","6.72","27.45"
"USA","West","Competitor_C","Water","6.75","16.26"
"USA","East","Competitor_C","Water","9.83","18.56"
"Brazil","East","Competitor_C","Juices","4.21","35.2"
"China","East","Competitor_B","Juices","9.41","24.48"
"China","North","Competitor_C","Juices","3.57","26.28"
"USA","North","Competitor_C","Carbonated Drinks","8.17","49.73"
"USA","East","Competitor_B","Carbonated Drinks","3.98","11.17"
"Germany","North","Competitor_B","Carbonated Drinks","2.53","26.56"
"China","South","Competitor_C","Juices","5.96","23.48"
"Germany","South","Competitor_A","Water","6.72","46.69"
"Germany","North","Competitor_C","Juices","6.06","20.5"
"India","North","Competitor_A","Carbonated Drinks","6.33","38.02"
"Germany","South","Competitor_C","Juices","7.96","10.55"
"Germany","West","Competitor_B","Juices","2.68","35.25"
"Germany","North","Competitor_B","Juices","9.88","36.09"
"Brazil","West","Competitor_A","Juices","7.04","48.57"
"Brazil","East","Competitor_C","Juices","2.64","22.3"
"Germany","North","Competitor_A","Water","2.69","42.25"
"USA","West","Competitor_B","Water","9.52","49.3"
"China","West","Competitor_C","Juices","3.48","17.74"
"China","South","Competitor_C","Juices","6.17","43.28"
"Germany","West","Competitor_C","Carbonated Drinks","2.45","21.7"
"Brazil","East","Competitor_B","Carbonated Drinks","6.4","20.33"
"USA","East","Competitor_C","Carbonated Drinks","4.4","22.07"
"Brazil","North","Competitor_C","Carbonated Drinks","4.24","35.3"
"USA","South","Competitor_C","Juices","6.83","48.64"
"India","South","Competitor_B","Water","7.08","39.9"
"USA","West","Competitor_B","Juices","5.91","22.26"
"Brazil","East","Competitor_B","Juices","4.26","41.82"
"USA","West","Competitor_A","Juices","9.5","34.98"
"Germany","South","Competitor_A","Water","9.51","12.47"
"Germany","North","Competitor_A","Water","9.58","13.05"
"USA","South","Competitor_B","Juices","6.36","31.07"
"Brazil","East","Competitor_A","Carbonated Drinks","3.86","40.63"
"USA","North","Competitor_A","Water","8.24","11.88"
"China","South","Competitor_B","Juices","9.55","13.18"
"China","South","Competitor_C","Water","7.86","30.51"
"USA","South","Competitor_C","Juices","7.01","24.88"
"India","West","Competitor_C","Water","9.45","49.71"
"India","North","Competitor_C","Water","1.36","37.83"
"Brazil","East","Competitor_C","Juices","8.8","25.79"
